platform,forum_url,forum_title,date,username,body,blockquote,media
HardwareZone,https://forums.hardwarezone.com.sg/threads/chinese-boycott-against-nike-and-adidas-over-xinjiang-cotton-appears-to-be-losing-steam.6489955/,Chinese boycott against Nike and Adidas over Xinjiang cotton appears to be losing steam,2021-03-30 19:16:30+00:00,xcodes,"https://sg.news.yahoo.com/chinese-boycott-against-nike-adidas-110802371.html







A Chinese consumer boycott against international brands such as Nike and Adidas appeared to be losing steam over the weekend.

Nationalists had called for a boycott after statements expressing concern about allegations of forced labour in Xinjiang resurfaced and a number of celebrities, including the Hong Kong singer Eason Chan, publicly cut their ties with the sportswear giants.

But sports teams remained largely silent over their deals with the companies and their products remained on sale online – with demand remaining high.",,https://s.yimg.com/ny/api/res/1.2/aFJU63LVbArUmSPPyvGHVQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTk2MDtoPTU0MDtjZj13ZWJw/https://s.yimg.com/uu/api/res/1.2/elsbArztQRaxYaD6we9oNw--~B/aD03MjA7dz0xMjgwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/south_china_morning_post_621/ccdd87016fcdbae04820e9cdf9ad15b0
HardwareZone,https://forums.hardwarezone.com.sg/threads/chinese-boycott-against-nike-and-adidas-over-xinjiang-cotton-appears-to-be-losing-steam.6489955/,Chinese boycott against Nike and Adidas over Xinjiang cotton appears to be losing steam,2021-03-30 19:19:53+00:00,Moonnite_Firefly,"just a repeat of apple vs huawei... say will boycott apple defend huawei... in the end, haben three months lose steam liao~~

this time more satki... haben one month lose steam liao~~

really is body very honest~~",,
HardwareZone,https://forums.hardwarezone.com.sg/threads/chinese-boycott-against-nike-and-adidas-over-xinjiang-cotton-appears-to-be-losing-steam.6489955/,Chinese boycott against Nike and Adidas over Xinjiang cotton appears to be losing steam,2021-03-30 19:23:01+00:00,Krabs.,those 爱国 ppl say their national sports teams don't dare to break the contract because the brands fund their athletes,,
HardwareZone,https://forums.hardwarezone.com.sg/threads/chinese-boycott-against-nike-and-adidas-over-xinjiang-cotton-appears-to-be-losing-steam.6489955/,Chinese boycott against Nike and Adidas over Xinjiang cotton appears to be losing steam,2021-03-30 19:23:16+00:00,xcodes,"typically it's

嘴上说不要，身体却很诚实 。。。",,
HardwareZone,https://forums.hardwarezone.com.sg/threads/chinese-boycott-against-nike-and-adidas-over-xinjiang-cotton-appears-to-be-losing-steam.6489955/,Chinese boycott against Nike and Adidas over Xinjiang cotton appears to be losing steam,2021-03-30 19:24:30+00:00,shock,Can now Low ball all those artists who terminate their contract.,,
HardwareZone,https://forums.hardwarezone.com.sg/threads/chinese-boycott-against-nike-and-adidas-over-xinjiang-cotton-appears-to-be-losing-steam.6489955/,Chinese boycott against Nike and Adidas over Xinjiang cotton appears to be losing steam,2021-03-30 19:24:36+00:00,GundamG,never wear their clothes will die?,,
HardwareZone,https://forums.hardwarezone.com.sg/threads/chinese-boycott-against-nike-and-adidas-over-xinjiang-cotton-appears-to-be-losing-steam.6489955/,Chinese boycott against Nike and Adidas over Xinjiang cotton appears to be losing steam,2021-03-30 19:25:08+00:00,TwMilkTeaTw,Dont believe la. Those AT...,,
HardwareZone,https://forums.hardwarezone.com.sg/threads/chinese-boycott-against-nike-and-adidas-over-xinjiang-cotton-appears-to-be-losing-steam.6489955/,Chinese boycott against Nike and Adidas over Xinjiang cotton appears to be losing steam,2021-03-30 19:26:06+00:00,bigrooster,"Many of such boycott advocates are hypocrites themselves.

I bet they keep stashes of such foreign brands at home, not to mention they will quietly buy and use some more.",,
HardwareZone,https://forums.hardwarezone.com.sg/threads/chinese-boycott-against-nike-and-adidas-over-xinjiang-cotton-appears-to-be-losing-steam.6489955/,Chinese boycott against Nike and Adidas over Xinjiang cotton appears to be losing steam,2021-03-30 19:26:21+00:00,maxieb,Lol at eason this ccp bootlicker,,
HardwareZone,https://forums.hardwarezone.com.sg/threads/chinese-boycott-against-nike-and-adidas-over-xinjiang-cotton-appears-to-be-losing-steam.6489955/,Chinese boycott against Nike and Adidas over Xinjiang cotton appears to be losing steam,2021-03-30 19:27:23+00:00,Mando99,"State ran social media boycott.

It didnt work frm day 1.

This ish the way.",,
HardwareZone,https://forums.hardwarezone.com.sg/threads/chinese-boycott-against-nike-and-adidas-over-xinjiang-cotton-appears-to-be-losing-steam.6489955/,Chinese boycott against Nike and Adidas over Xinjiang cotton appears to be losing steam,2021-03-30 19:28:21+00:00,TwMilkTeaTw,Meanwhile. They flip n flip,,
HardwareZone,https://forums.hardwarezone.com.sg/threads/chinese-boycott-against-nike-and-adidas-over-xinjiang-cotton-appears-to-be-losing-steam.6489955/,Chinese boycott against Nike and Adidas over Xinjiang cotton appears to be losing steam,2021-03-30 19:28:59+00:00,tsuyuri,"thought they sibei satki burn their nike shoes, all old shoes is it they don't want liao anyway then now buy new ones.",,
HardwareZone,https://forums.hardwarezone.com.sg/threads/chinese-boycott-against-nike-and-adidas-over-xinjiang-cotton-appears-to-be-losing-steam.6489955/,Chinese boycott against Nike and Adidas over Xinjiang cotton appears to be losing steam,2021-03-30 19:29:21+00:00,Chris008,Lol. Only losers are those celebrities who cancelled their contracts,,
HardwareZone,https://forums.hardwarezone.com.sg/threads/chinese-boycott-against-nike-and-adidas-over-xinjiang-cotton-appears-to-be-losing-steam.6489955/,Chinese boycott against Nike and Adidas over Xinjiang cotton appears to be losing steam,2021-03-30 19:39:25+00:00,Sai Jai Lalit,"Chris008 said:
Lol. Only losers are those celebrities who cancelled their contracts
China just sanction unlimited production of fake Nike and Adidas goods, enough to kill them liao

play to own strength mah",Lol. Only losers are those celebrities who cancelled their contracts,
HardwareZone,https://forums.hardwarezone.com.sg/threads/chinese-boycott-against-nike-and-adidas-over-xinjiang-cotton-appears-to-be-losing-steam.6489955/,Chinese boycott against Nike and Adidas over Xinjiang cotton appears to be losing steam,2021-03-30 19:40:39+00:00,Moonnite_Firefly,"tsuyuri said:
thought they sibei satki burn their nike shoes, all old shoes is it they don't want liao anyway then now buy new ones.
tsuyuri said:
thought they sibei satki burn their nike shoes, all old shoes is it they don't want liao anyway then now buy new ones.
i read those they burn are actually 山寨 or china fakes... that is why people laughing at them... say their boycott also fake one... only people like eason chan really boycott... hope he kenna sued jialat jialat by adidas... see china little pinks will donate money help him pay or not~~","thought they sibei satki burn their nike shoes, all old shoes is it they don't want liao anyway then now buy new ones.",
HardwareZone,https://forums.hardwarezone.com.sg/threads/chinese-boycott-against-nike-and-adidas-over-xinjiang-cotton-appears-to-be-losing-steam.6489955/,Chinese boycott against Nike and Adidas over Xinjiang cotton appears to be losing steam,2021-03-30 19:40:58+00:00,xiaosinsinful,"They talk only la.

if boycott then they wear what? China Brand’s? If you wear china brand = Low ses and poor leh. Wear foreign Brand’s then high ses",,
HardwareZone,https://forums.hardwarezone.com.sg/threads/chinese-boycott-against-nike-and-adidas-over-xinjiang-cotton-appears-to-be-losing-steam.6489955/,Chinese boycott against Nike and Adidas over Xinjiang cotton appears to be losing steam,2021-03-30 19:41:49+00:00,xdivider,nike/adidas >>>>>>li ning........,,
HardwareZone,https://forums.hardwarezone.com.sg/threads/chinese-boycott-against-nike-and-adidas-over-xinjiang-cotton-appears-to-be-losing-steam.6489955/,Chinese boycott against Nike and Adidas over Xinjiang cotton appears to be losing steam,2021-03-30 19:42:24+00:00,Zinna,"If ppl boycott but you still buy the luxury (banned) brands, means you more saki than your neighbors who boycott then wear china brands

China face very important",,
HardwareZone,https://forums.hardwarezone.com.sg/threads/chinese-boycott-against-nike-and-adidas-over-xinjiang-cotton-appears-to-be-losing-steam.6489955/,Chinese boycott against Nike and Adidas over Xinjiang cotton appears to be losing steam,2021-03-30 19:42:55+00:00,tsuyuri,"Moonnite_Firefly said:
i read those they burn are actually 山寨 or china fakes... that is why people laughing at them... say their boycott also fake one... only people like eason chan really boycott... hope he kenna sued jialat jialat by adidas... see china little pinks will donate money help him pay or not~~
wtf tiong simi also fake. hannor those celebs that break contract hope they all kana sue until jialat jialat pay money for breaking contract. siao one. what era liao got rules and all these they still wanna behave like uncivilized idiots.",i read those they burn are actually 山寨 or china fakes... that is why people laughing at them... say their boycott also fake one... only people like eason chan really boycott... hope he kenna sued jialat jialat by adidas... see china little pinks will donate money help him pay or not~~,
HardwareZone,https://forums.hardwarezone.com.sg/threads/chinese-boycott-against-nike-and-adidas-over-xinjiang-cotton-appears-to-be-losing-steam.6489955/,Chinese boycott against Nike and Adidas over Xinjiang cotton appears to be losing steam,2021-03-30 19:43:37+00:00,Mando99,"Chris008 said:
Lol. Only losers are those celebrities who cancelled their contracts
They shld have diam diam & waited this out.

This ish the way.",Lol. Only losers are those celebrities who cancelled their contracts,
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-4,Are u a nike or adidas person?,2016-04-20 17:47:15+00:00,Aspiringparamedic,Nike and asics. Asics shoes are very comfortable.,,
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-4,Are u a nike or adidas person?,2016-04-20 17:50:47+00:00,abrams75,"Yes. Asics shoe is comfortable and their price too..

Aspiringparamedic said:
Nike and asics. Asics shoes are very comfortable.",Nike and asics. Asics shoes are very comfortable.,
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-4,Are u a nike or adidas person?,2016-04-20 17:52:01+00:00,Brehon,SAF emart free shoes what brand then what person loh.,,
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-4,Are u a nike or adidas person?,2016-04-20 17:52:25+00:00,charleslin,"Comfort wise, nothing beats Boost tech at the moment.

Though I prefer the fit of Nike in general as Adidas fit is very erratic.",,
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-4,Are u a nike or adidas person?,2016-04-20 17:55:30+00:00,Aspiringparamedic,"Hahaha buy at Queensway shopping centre should be easier on the wallet.

abrams75 said:
Yes. Asics shoe is comfortable and their price too..",Yes. Asics shoe is comfortable and their price too..,
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-4,Are u a nike or adidas person?,2016-04-20 17:56:27+00:00,CI,Salomon and Teva...,,
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-4,Are u a nike or adidas person?,2016-04-20 17:56:40+00:00,nujabes,"Asics for runners

Sent from the monkey enclosure using GAGT",,
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-4,Are u a nike or adidas person?,2016-04-20 18:30:52+00:00,crunsik,UA or patagonia,,
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-4,Are u a nike or adidas person?,2016-04-20 18:34:28+00:00,[[ForeverAlone]],"Last time use to be nike person

than go to adidas because due to Soccer.

but my shoe is NB de.",,
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-4,Are u a nike or adidas person?,2016-04-20 19:10:26+00:00,Oinkize,I use kings for running...,,
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-4,Are u a nike or adidas person?,2016-04-20 19:16:35+00:00,n2btg,"I only know Nike shoes is famous for their inferior quality especially running shoes.

Apparels wise both brands have some very nice quality materials and design.",,
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-4,Are u a nike or adidas person?,2016-04-20 19:24:39+00:00,akloaklo,adidas running shorts and nike dri fit t shirt.,,
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-4,Are u a nike or adidas person?,2016-04-20 19:34:31+00:00,MrSinkie95,Under armpit,,
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-4,Are u a nike or adidas person?,2016-04-20 19:59:25+00:00,thisismyaccount,"Mizunoo

Sent from potato head using GAGT",,
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-4,Are u a nike or adidas person?,2016-04-20 19:59:58+00:00,cearmouse,Nike lah....more satki when wear.....,,
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-4,Are u a nike or adidas person?,2016-04-20 20:04:36+00:00,ParkJinYoung,"Fei Yue

Sent from From Hayley & Jayley cheesepie using GAGT",,
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-4,Are u a nike or adidas person?,2016-04-20 20:07:12+00:00,Ghostleader5,"UA, patagonia, mammut, kathmandu, north face, marmot, black diamond",,
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-4,Are u a nike or adidas person?,2016-04-20 20:08:04+00:00,abrokenheart,Adidas but I like air max,,
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-4,Are u a nike or adidas person?,2016-04-20 20:08:49+00:00,DeadmanINC,JUST DO IT!,,
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-4,Are u a nike or adidas person?,2016-04-20 21:30:54+00:00,winorlose,Freak man.. Im in korea nw. All the atbs bought the ladies sized stan smith adidas until out of stocks. My wife want to buy also dont hve.,,
HardwareZone,https://forums.hardwarezone.com.sg/threads/wts-brand-new-adidas-nike-reebok-sneakers-clearance-sale.6674492/,WTS Brand New Adidas Nike Reebok Sneakers Clearance Sale,2022-01-07 11:16:57+00:00,donovan06,"Letting go fast deal clearance price @ $270, all are women sizing, brand new and unworn, 1st come 1st serve no reservation.
Brand New Adidas Nike Reebok Sneakers Clearance Sale
S$270 | Condition: Brand new | Letting go fast deal clearance price @ $270, all are women sizing, brand new and unworn, 1st come 1st serve no reservation. Adidas ZX 2K BOOST Women's Crystal White / True Pink / Matte Silver US 6 1/2 UK 5 NIKE Women NSW REACT VISION Fossil/ Vachetta Tan-Vivid...
www.carousell.sg

Adidas ZX 2K BOOST Women's Crystal White / True Pink / Matte Silver
US 6 1/2 UK 5

NIKE Women NSW REACT VISION Fossil/ Vachetta Tan-Vivid Purple
US 7.5 UK 5

REEBOK PREMIER PUMP PARIS
US 6 UK 5

SMS/Call 88526635 to deal",,
HardwareZone,https://forums.hardwarezone.com.sg/threads/wts-brand-new-adidas-nike-reebok-sneakers-clearance-sale.6674492/,WTS Brand New Adidas Nike Reebok Sneakers Clearance Sale,2022-01-07 15:30:35+00:00,donovan06,bump bump bump,,
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-6,Are u a nike or adidas person?,2016-04-20 23:58:12+00:00,imjoseph,Adidas for me,,
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-6,Are u a nike or adidas person?,2016-04-20 23:58:52+00:00,fat_boyz,"Depends on function of shoes...

I wear Nike for basketball, Adidas for soccer and tennis, Asics for running, Puma for casual, Scholl for slippers.

Sent from my AlphaGo using GAGT",,
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-6,Are u a nike or adidas person?,2016-04-20 23:59:08+00:00,fatbastardx,"bigbadber said:
Just do yourself a favour and Google ""Air Max 95"" for its history and pics of their modern re-release.

I used to have that! Back in 1995/1996 no less. The different shades of grey and lime green one!","Just do yourself a favour and Google ""Air Max 95"" for its history and pics of their modern re-release.",
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-6,Are u a nike or adidas person?,2016-04-20 23:59:50+00:00,bigbadber,"This is a humble clip of nike air max.

I say humble because there's barely any mention of the '95, which deserves a whole other program on its own",,
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-6,Are u a nike or adidas person?,2016-04-20 23:59:51+00:00,fatbastardx,"fat_boyz said:
Depends on function of shoes...

I wear Nike for basketball, Adidas for soccer and tennis, Asics for running, Puma for casual, Scholl for slippers.

Sent from my AlphaGo using GAGT

Nike is basketball.

Dunno why adidas even bother...","Depends on function of shoes...

I wear Nike for basketball, Adidas for soccer and tennis, Asics for running, Puma for casual, Scholl for slippers.

Sent from my AlphaGo using GAGT",
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-6,Are u a nike or adidas person?,2016-04-21 00:00:44+00:00,ahboy82,"fat_boyz said:
Depends on function of shoes...

I wear Nike for basketball, Adidas for soccer and tennis, Asics for running, Puma for casual, Scholl for slippers.

Sent from my AlphaGo using GAGT

Scholl gd ah??","Depends on function of shoes...

I wear Nike for basketball, Adidas for soccer and tennis, Asics for running, Puma for casual, Scholl for slippers.

Sent from my AlphaGo using GAGT",
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-6,Are u a nike or adidas person?,2016-04-21 00:01:04+00:00,bigbadber,"fat*******x said:
I used to have that! Back in 1995/1996 no less. The different shades of grey and lime green one!

I bought the re-release 2 yrs ago.

Bought another 2 limited editions lately.

Good buys man. From outlet shop

PS. Pls do google air max 95 images..... Droolssssssss",I used to have that! Back in 1995/1996 no less. The different shades of grey and lime green one!,
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-6,Are u a nike or adidas person?,2016-04-21 00:02:04+00:00,fat_boyz,"ahboy82 said:
Scholl gd ah??

Solved my pain problem with my arch and my heel on my feet.

Sent from my AlphaGo using GAGT",Scholl gd ah??,
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-6,Are u a nike or adidas person?,2016-04-21 00:04:03+00:00,fat_boyz,"fat*******x said:
Nike is basketball.

Dunno why adidas even bother...

For those who ask why Nike shoes basketball shoes wear out so fast.... It's because their shoes were made for indoor polished wood floors... Not concrete cement floors.

Sent from my AlphaGo using GAGT","Nike is basketball.

Dunno why adidas even bother...",
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-6,Are u a nike or adidas person?,2016-04-21 00:09:13+00:00,camoguysg,"BeaRzwalken said:
I will go with underarmor since this 2 brand dun have my size

You so fit.... Me jelly",I will go with underarmor since this 2 brand dun have my size,
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-6,Are u a nike or adidas person?,2016-04-21 00:10:41+00:00,camoguysg,"fat_boyz said:
For those who ask why Nike shoes basketball shoes wear out so fast.... It's because their shoes were made for indoor polished wood floors... Not concrete cement floors.

Sent from my AlphaGo using GAGT","For those who ask why Nike shoes basketball shoes wear out so fast.... It's because their shoes were made for indoor polished wood floors... Not concrete cement floors.

Sent from my AlphaGo using GAGT",https://media4.giphy.com/media/glmRyiSI3v5E4/giphy.gif
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-6,Are u a nike or adidas person?,2016-04-21 00:11:37+00:00,ParkJinYoung,"U all should go n visit the new Jordan boutique in HK.
Farking nice

Sent from From Hayley & Jayley cheesepie using GAGT",,
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-6,Are u a nike or adidas person?,2016-04-21 00:16:58+00:00,BeaRzwalken,"camoguysg said:
You so fit.... Me jelly

I am super fat that is why UA got size for me as their size as US size.

also their design are plain and simple as well which I like",You so fit.... Me jelly,
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-6,Are u a nike or adidas person?,2016-04-21 00:17:01+00:00,Minty Mint,"Only Nike OG, not re-issue.
Those were the days.",,
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-6,Are u a nike or adidas person?,2016-04-21 00:18:09+00:00,fat_boyz,"camoguysg said:
.

Which part of my post do you not understand?",.,
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-6,Are u a nike or adidas person?,2016-04-21 00:18:54+00:00,ZaiNan,"edmw so outdated ?

now is under Armour generation!!!

curry FTW!!",,
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-6,Are u a nike or adidas person?,2016-04-21 00:21:10+00:00,KingJio,how to purchase nmd shoes in sg does anybody know? is there a waiting list or sth?,,
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-6,Are u a nike or adidas person?,2016-04-21 00:23:32+00:00,fat_boyz,"ZaiNan said:
edmw so outdated ?

now is under Armour generation!!!

curry FTW!!


Actually I'm very old school...... I'd still wear the old Larry johnson Converse Cons basketball shoes if only they still made them.... too bad they only make chuck taylors all stars nowadays","edmw so outdated ?

now is under Armour generation!!!

curry FTW!!",
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-6,Are u a nike or adidas person?,2016-04-21 00:24:05+00:00,TzuyuLove,under armour moar satki nao,,
HardwareZone,https://forums.hardwarezone.com.sg/threads/are-u-a-nike-or-adidas-person.5350076/page-6,Are u a nike or adidas person?,2016-04-21 00:24:25+00:00,derazor,"KingJio said:
how to purchase nmd shoes in sg does anybody know? is there a waiting list or sth?

Wait doe Adidas announce. I waiting 2nd Color",how to purchase nmd shoes in sg does anybody know? is there a waiting list or sth?,
HardwareZone,https://forums.hardwarezone.com.sg/threads/patriotic-app-store-took-down-nike-and-adidas-apps-amid-xinjiang-cotton-controversy.6489617/,Patriotic App Store took down Nike and Adidas apps amid Xinjiang Cotton Controversy,2021-03-30 09:50:50+00:00,madbasterdx,"Huawei removes Nike and Adidas from its app store amid Xinjiang boycott
On Monday morning, Nike and Adidas apps on Huawei’s app store were not available to download, but the boycott of foreign brands over their position on Xinjiang cotton has not affected sales of these two sports brands on Chinese e-commerce platforms.
www.scmp.com



On Monday morning, Nike and Adidas apps on Huawei’s app store were not available to download, with search results for the two brands on Huawei phones greyed out. Huawei did not immediately reply to a request for comment.",,"https://img.i-scmp.com/cdn-cgi/image/fit=contain,width=1098,format=auto/sites/default/files/styles/1200x800/public/d8/images/canvas/2021/03/29/798ba25d-6dc3-48d7-b46f-e5befb1aa850_57441c6c.jpg?itok=jDXP0T_E&v=1616986371"
HardwareZone,https://forums.hardwarezone.com.sg/threads/patriotic-app-store-took-down-nike-and-adidas-apps-amid-xinjiang-cotton-controversy.6489617/,Patriotic App Store took down Nike and Adidas apps amid Xinjiang Cotton Controversy,2021-03-30 09:52:58+00:00,Albedo,Over-zealous for nothing. Their people still buying like nobody's biz. Really roll eyes until outer space.,,
HardwareZone,https://forums.hardwarezone.com.sg/threads/patriotic-app-store-took-down-nike-and-adidas-apps-amid-xinjiang-cotton-controversy.6489617/,Patriotic App Store took down Nike and Adidas apps amid Xinjiang Cotton Controversy,2021-03-30 09:55:28+00:00,xdivider,so people will use xiaomi and oppo with authentic app store. their loss actually.......,,
HardwareZone,https://forums.hardwarezone.com.sg/threads/patriotic-app-store-took-down-nike-and-adidas-apps-amid-xinjiang-cotton-controversy.6489617/,Patriotic App Store took down Nike and Adidas apps amid Xinjiang Cotton Controversy,2021-03-30 10:00:09+00:00,AdizeroF50,"Don't just say...just do it.

Don't let me catch any AT or ATB wearing Adidas or Nike.",,
HardwareZone,https://forums.hardwarezone.com.sg/threads/patriotic-app-store-took-down-nike-and-adidas-apps-amid-xinjiang-cotton-controversy.6489617/,Patriotic App Store took down Nike and Adidas apps amid Xinjiang Cotton Controversy,2021-03-30 10:00:43+00:00,PatrickTheStarFish,"A sale offering the latest Nike women’s shoes for 699 yuan (US$107) on Friday night on the brand’s online store in Tmall attracted 350,000 subscribers and the product sold out immediately. Tmall and Taobao’s owner, Alibaba Group Holdings, is the parent company of the South China Morning Post.",,
HardwareZone,https://forums.hardwarezone.com.sg/threads/patriotic-app-store-took-down-nike-and-adidas-apps-amid-xinjiang-cotton-controversy.6489617/,Patriotic App Store took down Nike and Adidas apps amid Xinjiang Cotton Controversy,2021-03-30 10:01:08+00:00,wwenze,CCP and China ownself not even united lol.,,
HardwareZone,https://forums.hardwarezone.com.sg/threads/patriotic-app-store-took-down-nike-and-adidas-apps-amid-xinjiang-cotton-controversy.6489617/,Patriotic App Store took down Nike and Adidas apps amid Xinjiang Cotton Controversy,2021-03-30 10:01:49+00:00,ponpokku,can only say orbigoot for some of the kumgongz...,,
HardwareZone,https://forums.hardwarezone.com.sg/threads/patriotic-app-store-took-down-nike-and-adidas-apps-amid-xinjiang-cotton-controversy.6489617/,Patriotic App Store took down Nike and Adidas apps amid Xinjiang Cotton Controversy,2021-03-30 10:04:37+00:00,Fatfool,Another reason not to use Huawei's phones and app gallery. Suka suka can remove apps based on political reasons.,,
HardwareZone,https://forums.hardwarezone.com.sg/threads/patriotic-app-store-took-down-nike-and-adidas-apps-amid-xinjiang-cotton-controversy.6489617/,Patriotic App Store took down Nike and Adidas apps amid Xinjiang Cotton Controversy,2021-03-30 10:08:00+00:00,5adisticD3vil,"huawei trying to get back into china good book ah??

now is xiaomi lumber one already wor.",,
HardwareZone,https://forums.hardwarezone.com.sg/threads/patriotic-app-store-took-down-nike-and-adidas-apps-amid-xinjiang-cotton-controversy.6489617/,Patriotic App Store took down Nike and Adidas apps amid Xinjiang Cotton Controversy,2021-03-30 10:08:34+00:00,mooseolly,"No wonder US ban Huawei lah, align too much with CCP, no brain on their own. Imagine your favourite app been removed from Apple store due to political reasons.",,
HardwareZone,https://forums.hardwarezone.com.sg/threads/patriotic-app-store-took-down-nike-and-adidas-apps-amid-xinjiang-cotton-controversy.6489617/,Patriotic App Store took down Nike and Adidas apps amid Xinjiang Cotton Controversy,2021-03-30 10:17:45+00:00,Ubi-Warrior,"This whole episode a bit weird.

Private companies say ""they wont use"" cotton sourced from Xinjiang.
Chinese Public say will boycott, that is the right of any consumer not to buy.

CCP politicise the whole issue , then say folk shouldn't politicise the issue.

Was something lost in translation coz what CCP said looks to be opposite of what they say their objective is.",,
HardwareZone,https://forums.hardwarezone.com.sg/threads/patriotic-app-store-took-down-nike-and-adidas-apps-amid-xinjiang-cotton-controversy.6489617/,Patriotic App Store took down Nike and Adidas apps amid Xinjiang Cotton Controversy,2021-03-30 10:19:39+00:00,fireflame,their own people still will go crazy for these brands,,
HardwareZone,https://forums.hardwarezone.com.sg/threads/patriotic-app-store-took-down-nike-and-adidas-apps-amid-xinjiang-cotton-controversy.6489617/,Patriotic App Store took down Nike and Adidas apps amid Xinjiang Cotton Controversy,2021-03-30 10:19:43+00:00,TrueBeliever_jh,"Ubi-Warrior said:
This whole episode a bit weird.

Private companies say ""they wont use"" cotton sourced from Xinjiang.
Chinese Public say will boycott, that is the right of any consumer not to buy.

CCP politicise the whole issue , then say folk shouldn't politicise the issue.

Was something lost in translation coz what CCP said looks to be opposite of what they say their objective is.
Click to expand...
No leh. The private companies started it first. This is more of a reaction.

Just a matter of time people starts whacking people wearing Nike/Adidas.","This whole episode a bit weird.

Private companies say ""they wont use"" cotton sourced from Xinjiang.
Chinese Public say will boycott, that is the right of any consumer not to buy.

CCP politicise the whole issue , then say folk shouldn't politicise the issue.

Was something lost in translation coz what CCP said looks to be opposite of what they say their objective is.",
